tweet_favorite_count,tweet_retweet_count,tweet_media_urls/0,tweet_view_count,tweet_text,user_location,user_handle,tweet_created_at,id,Hashtags
2,0,https://pbs.twimg.com/media/GJsxIrubUAA0Are.jpg,177,"Highest scores in IPL

#SunrisersHyderabad 
#RCB
#LucknowSuperGiants
#RoyalChanllengersBengaluru
#ChennaiSuperKings (#CSK)

#IPL | #allwoodreviews https://t.co/OQK02EYnWQ",India,AllwoodReviews,Wed Mar 27 19:09:51 +0000 2024,tweet-1773064911834198051,"SunrisersHyderabad,RCB,LucknowSuperGiants,RoyalChanllengersBengaluru,ChennaiSuperKings,CSK,IPL,allwoodreviews"
0,0,https://pbs.twimg.com/ext_tw_video_thumb/1773061889016111104/pu/img/NLt4GmmhcftGQMq-.jpg,70,"#RCB ki bowling was so personal 😭.

#RRvsDC l #DCvsRR l #starc l #IPL https://t.co/yfYaMxBEdU","London, England",Ammar4Khan,Wed Mar 27 18:58:08 +0000 2024,tweet-1773061960830951875,"RCB,RRvsDC,DCvsRR,starc,IPL"
1,0,https://pbs.twimg.com/media/GJtChUxasAAqU_D.jpg,392,"35,000 WERE PART OF THE HISTORY AT THE UPPAL STADIUM IN HYDERABAD.🔥🧡

#TravisHead #AbhishekSharma #HeinrichKlaasen #AidenMarkram #HardikPandya #RohitSharma #JaspritBumrah #MI #SRH #SRHvMI #SRHvsMI #IPL #IPL2024 #TATAIPL #TATAIPL2024 https://t.co/EH4duFiqVi","Dubai, United Arab Emirates",irishabhparmar,Wed Mar 27 20:25:48 +0000 2024,tweet-1773084026795962823,"TravisHead,AbhishekSharma,HeinrichKlaasen,AidenMarkram,HardikPandya,RohitSharma,JaspritBumrah,MI,SRH,SRHvMI,SRHvsMI,IPL,IPL2024,TATAIPL,TATAIPL2024"
1,0,https://pbs.twimg.com/amplify_video_thumb/1773065462705717248/img/wQbkrEVFH2PZ9fH7.jpg,1946,"SRH vs MI | Cummins Captaincy வேற Levelல இருந்துச்சு | Dr.V.V.Giri, Former State Cricketer| IPL 2024

#IPL2024 #SRHvsMI #MumbaiIndians #SunRisersHyderabad #MIvsSRH #MI #SRH #RohitSharma #HardikPandya #Cummins #IPL #AbhishekSharma #HeinrichKlaasen #TravisHead #OneindiaHowzat https://t.co/GXxXAm16sd",India,thatsTamil,Wed Mar 27 19:13:15 +0000 2024,tweet-1773065765060477134,"IPL2024,SRHvsMI,MumbaiIndians,SunRisersHyderabad,MIvsSRH,MI,SRH,RohitSharma,HardikPandya,Cummins,IPL,AbhishekSharma,HeinrichKlaasen,TravisHead,OneindiaHowzat"
1,0,https://pbs.twimg.com/media/GJtD1-7asAERk34.jpg,747,"Kavya Maran’s celebration during the SRH vs MI match IPL 2024.🔥🧡

#KavyaMaran #TravisHead #AbhishekSharma #HeinrichKlaasen #AidenMarkram #HardikPandya #RohitSharma #JaspritBumrah #MI #SRH #SRHvMI #SRHvsMI #IPL #IPL2024 #TATAIPL #TATAIPL2024 https://t.co/Jf1wBJpLgb","Dubai, United Arab Emirates",irishabhparmar,Wed Mar 27 20:31:36 +0000 2024,tweet-1773085482835910958,"KavyaMaran,TravisHead,AbhishekSharma,HeinrichKlaasen,AidenMarkram,HardikPandya,RohitSharma,JaspritBumrah,MI,SRH,SRHvMI,SRHvsMI,IPL,IPL2024,TATAIPL,TATAIPL2024"
0,0,https://pbs.twimg.com/ext_tw_video_thumb/1773087984012931073/pu/img/RrQJnwRRGT335FrD.jpg,250,MI after today’s match 😜🤪🎤 #MIvsSRH #SRHvsMI #SRH #IPL #IPL2024 https://t.co/RhQPFZHvKT,,_TheTechLibrary,Wed Mar 27 20:41:38 +0000 2024,tweet-1773088008201482380,"MIvsSRH,SRHvsMI,SRH,IPL,IPL2024"
2,0,https://pbs.twimg.com/media/GJtC4cAasAA1wAd.jpg,407,"HEINRICH KLAASEN HAS THE HIGHEST STRIKE RATE IN IPL HISTORY (Minimum 500 runs).🔥🧡

#TravisHead #AbhishekSharma #HeinrichKlaasen #AidenMarkram #HardikPandya #RohitSharma #JaspritBumrah #MI #SRH #SRHvMI #SRHvsMI #IPL #IPL2024 #TATAIPL #TATAIPL2024 https://t.co/FVtOVLwe5K","Dubai, United Arab Emirates",irishabhparmar,Wed Mar 27 20:27:24 +0000 2024,tweet-1773084427792363846,"TravisHead,AbhishekSharma,HeinrichKlaasen,AidenMarkram,HardikPandya,RohitSharma,JaspritBumrah,MI,SRH,SRHvMI,SRHvsMI,IPL,IPL2024,TATAIPL,TATAIPL2024"
45,3,https://pbs.twimg.com/amplify_video_thumb/1773062035854577664/img/kKgY0jXxSy7r04Qa.jpg,1334,"That Winning High🥹🧡🧡

@SunRisers treated the Fans to a Mid-week Madness in Hyderabad

#srhvsmi #OrangeArmy #TATAIPL2024 #TATAIPL #IPL2024 #IPL #ipl #SRH #Sunrisers #SunrisersHyderabad #SRHvMI #SRHvsMi #SRHvsMI #Hyderabad #Mumbai #MI #PlayWithFire https://t.co/u7TAApfIos","Hyderabad, India",RisingEaglesRE,Wed Mar 27 18:58:47 +0000 2024,tweet-1773062126111756675,"srhvsmi,OrangeArmy,TATAIPL2024,TATAIPL,IPL2024,IPL,ipl,SRH,Sunrisers,SunrisersHyderabad,SRHvMI,SRHvsMi,SRHvsMI,Hyderabad,Mumbai,MI,PlayWithFire"
1,0,https://pbs.twimg.com/media/GJs_kMFasAAQanf.jpg,831,"Shivam Dube said - ""The catch taken by Mahi bhai and I know he is something different. People tell him he is 42 years but I still think he is 32"". 🔥💛

#RachinRavindra #ShivamDube #MSDhoni #RuturajGaikwad #ShubmanGill #GT #CSK #CSKvGT #CSKvsGT #IPL #IPL2024 #TATAIPL #TATAIPL2024 https://t.co/Jrrqr90WdO","Dubai, United Arab Emirates",irishabhparmar,Wed Mar 27 20:12:58 +0000 2024,tweet-1773080796762341819,"RachinRavindra,ShivamDube,MSDhoni,RuturajGaikwad,ShubmanGill,GT,CSK,CSKvGT,CSKvsGT,IPL,IPL2024,TATAIPL,TATAIPL2024"
701,21,https://pbs.twimg.com/media/GJtg94masAET69L.jpg,14524,Travis Head doing Travis Head things in India! #IPL https://t.co/eZCkIPcLvu,,BBL,Wed Mar 27 22:44:18 +0000 2024,tweet-1773118881160147172,IPL
3,0,https://pbs.twimg.com/ext_tw_video_thumb/1773049625475448832/pu/img/U2__SjN9-tPLXuwV.jpg,447,"And blud himself wasted 20 balls @120SR where 277 were to be chased and all other teammates had collective SR of 220+ ☠️🤡

#HardikPandya #RohitSharma𓃵 #MIvsSRH #IPL https://t.co/HOA05PBlKT",Auqaat_mein,OverThinkerSays,Wed Mar 27 18:09:18 +0000 2024,tweet-1773049672891777317,"HardikPandya,RohitSharma𓃵,MIvsSRH,IPL"
1,1,https://pbs.twimg.com/media/GJswTTXagAEDQE1.jpg,351,"#IPLUpdate

🚨Who Will Break My 175* runs Record,Come Forward..!!

#srhvsmi #SRHvMI #MIvsSRH #chrisgayle #RohitSharma𓃵 #klaasen #HardikPandya #الوظايف_التعليميه #IPL #IPL24 #gamechanger #cskvsgt #cskvgt #CSKvsGT #universeboss 
#Universal_Superstar_Awards #gayle #abhishek https://t.co/ckdgLgTf2D",,trend_tak45,Wed Mar 27 19:06:19 +0000 2024,tweet-1773064024000762223,"IPLUpdate,srhvsmi,SRHvMI,MIvsSRH,chrisgayle,RohitSharma𓃵,klaasen,HardikPandya,الوظايف_التعليميه,IPL,IPL24,gamechanger,cskvsgt,cskvgt,CSKvsGT,universeboss,Universal_Superstar_Awards,gayle,abhishek"
1,0,https://pbs.twimg.com/media/GJs0pMsbUAAuq1A.jpg,283,"My streaks continues 🫡🫡

#IPL #Dream11 #MIvsSRH https://t.co/IZCsfi1XGD",India🇮🇳,ankush_06_,Wed Mar 27 19:25:09 +0000 2024,tweet-1773068763060969782,"IPL,Dream11,MIvsSRH"
13,1,https://pbs.twimg.com/ext_tw_video_thumb/1773075867687608320/pu/img/K9GARX7gwrKHxF7D.jpg,1766,"Can Shimron Hetmyer force his way back into the West Indies T20 XI with a strong IPL?

Full episode on the Caribbean Cricket Podcast You Tube channel 

#shimronhetmyer #ipl2024 #IPL https://t.co/JYpy8JrCcu","London, England",CaribCricket,Wed Mar 27 19:53:42 +0000 2024,tweet-1773075947874365859,"shimronhetmyer,ipl2024,IPL"
1604,104,https://pbs.twimg.com/ext_tw_video_thumb/1771268837809201153/pu/img/uOV65G0je1KjDc2n.jpg,21596,"I have painted sporting events in over 150 stadiums in 20+ countries. Tonight was something VERY special! Thank you to all the #ipl fans for the support &amp; warm welcome. More to come! @iplt20  @ChennaiIPL @RCBTweets 
#CSKvRCB #WhistlePodu #SummerOf24 https://t.co/uFYNRFp1ym",In a ballpark,andybisanartist,Fri Mar 22 20:20:44 +0000 2024,tweet-1771270810663092552,"ipl,CSKvRCB,WhistlePodu,SummerOf24"
194,15,https://pbs.twimg.com/media/EfeVEUVXYAAp7KV.png,17239,"On This Day in 2016, MS Dhoni made a Iconic Run-Out against Bangladesh and India won by 1 Run in Bengaluru.🇮🇳🇧🇩

- THALA MS DHONI THE GOAT.🔥🐐

#OnThisDay #OTD #INDvBAN #INDvsBAN #MSDhoni #CSK #ChennaiSuperKings #CSKvRCB #CSKvsRCB #IPL #IPL2024

 https://t.co/Q2bULuNPMa","Dubai, United Arab Emirates",irishabhparmar,Sat Mar 23 03:00:28 +0000 2024,tweet-1771371405705199736,"OnThisDay,OTD,INDvBAN,INDvsBAN,MSDhoni,CSK,ChennaiSuperKings,CSKvRCB,CSKvsRCB,IPL,IPL2024"
11,2,https://pbs.twimg.com/ext_tw_video_thumb/1771275069265727488/pu/img/5vlKTLq5XIsabOC-.jpg,3498,"Rachin Ravindra Last Night at Chepauk.🔥💛

#RachinRavindra #MSDhoni #RuturajGaikwad #CSK #ChennaiSuperKings #CSKvRCB #CSKvsRCB #IPL #IPL2024

 https://t.co/RKlJv95eNi","Dubai, United Arab Emirates",irishabhparmar,Sat Mar 23 02:54:25 +0000 2024,tweet-1771369883252723823,"RachinRavindra,MSDhoni,RuturajGaikwad,CSK,ChennaiSuperKings,CSKvRCB,CSKvsRCB,IPL,IPL2024"
1060,325,https://pbs.twimg.com/ext_tw_video_thumb/1771376950424014849/pu/img/AzBregFokUH0l6hN.jpg,40714,"Match day Guys!🧡 Our wait is almost over, we are facing one of the good sides in IPL 2024 and they are even stronger now with Gambhir returning to the side, hoping for the best 🧡 let's go!
#OrangeArmy #Sunrisers #Sunrisershyderabad #KKRvSRH #KKRvsSRH #IPL2024 #IPL #KKR #Kolkata https://t.co/ld5k5b9W0e",,SRH_COOLIE,Sat Mar 23 03:22:39 +0000 2024,tweet-1771376991377522835,"OrangeArmy,Sunrisers,Sunrisershyderabad,KKRvSRH,KKRvsSRH,IPL2024,IPL,KKR,Kolkata"
1,0,https://pbs.twimg.com/ext_tw_video_thumb/1771248635172245504/pu/img/9F850dx9RZlGR8Jb.jpg,78,"Let's start 
#IPL https://t.co/mVsL5iCZGX",,gkash77,Fri Mar 22 18:52:43 +0000 2024,tweet-1771248659088203912,IPL
10,2,https://pbs.twimg.com/ext_tw_video_thumb/1771386206548303872/pu/img/aV2fSNVOqRB_nPjP.jpg,558,"One of Shikhar Dhawan's 4 #IPL wickets, Shaun Marsh. 
His IPL bowling average of 16.5 is better than Bumrah, Bravo, Malinga, Bhuvneshwar and Chawla. https://t.co/AgTCMEZbXW",India,lilbrownykid,Sat Mar 23 03:59:22 +0000 2024,tweet-1771386228593844323,IPL
21,2,https://pbs.twimg.com/ext_tw_video_thumb/1771267537956659251/pu/img/XAS-AgeQX7jJW3sR.jpg,1255,"Virat &amp; Dhoni smiles and hugs after the match yesterday 😄🥰

#IPL2024 #IPL #TATAIPL #CSKvRCB #RCBvsCSK #CSKvsRCB

https://t.co/fFX3IE0lty",,tctv1offl,Sat Mar 23 01:33:30 +0000 2024,tweet-1771349521068368167,"IPL2024,IPL,TATAIPL,CSKvRCB,RCBvsCSK,CSKvsRCB"
2,0,https://pbs.twimg.com/ext_tw_video_thumb/1771378711993917440/pu/img/njBK75AWzb9PEohP.jpg,262,"WTF   #Russell 😂 😂 😂 @ShaneRWatson33 Shocks 😭😭

#IPL
#IPL2024 https://t.co/ESkju7DzBQ","Nizamabad, Telangana ",SagarNaniJSPK,Sat Mar 23 03:29:43 +0000 2024,tweet-1771378765618172239,"Russell,IPL,IPL2024"
5,2,https://pbs.twimg.com/media/EfeVEUVXYAAp7KV.png,411,"THE MSD RUN OUT - On this day in 2016 💥✨

#IPL2024 #IPL #TATAIPL #CSKvRCB #RCBvsCSK #CSKvsRCB

https://t.co/n25R831nNW",,tctv1offl,Sat Mar 23 03:30:07 +0000 2024,tweet-1771378870333104300,"IPL2024,IPL,TATAIPL,CSKvRCB,RCBvsCSK,CSKvsRCB"
4,0,https://pbs.twimg.com/amplify_video_thumb/1771375025876074501/img/oeuUXJoAJoqsTy5u.jpg,811,#IPL 2024 Started in Style with Fireworks. Crowd Roaring #CSK #CSK before the game started https://t.co/o4yggDzWmp,India,sathishmsk,Sat Mar 23 03:15:20 +0000 2024,tweet-1771375149113332000,"IPL,CSK,CSK"
3,0,https://pbs.twimg.com/media/GJUuFxbWkAAqe-l.jpg,272,"Dinesh Karthik Tweet After the loss against CSK.🔥💛❤️

#DineshKarthik #ViratKohli #CSK #RCB #CSKvRCB #CSKvsRCB #IPL #IPL2024 https://t.co/2BkffLGGBs","Dubai, United Arab Emirates",irishabhparmar,Sat Mar 23 03:05:41 +0000 2024,tweet-1771372718631334240,"DineshKarthik,ViratKohli,CSK,RCB,CSKvRCB,CSKvsRCB,IPL,IPL2024"
1,0,https://pbs.twimg.com/ext_tw_video_thumb/1771364098237714432/pu/img/2RqSgZDDpeUH-hkG.jpg,98,"#IPLWithLT: Others are captains of individual teams, while Rohit Sharma captains the entire IPL. Eventually, he will need to select players from the IPL to represent in the T20 World Cup, Suresh Raina said.

Watch 📽️

#IPL #IPL2024 #RohitSharma #SureshRaina https://t.co/Jw3yPYnw1T","Mumbai, India",lokmattimeseng,Sat Mar 23 02:31:52 +0000 2024,tweet-1771364209437360370,"IPLWithLT,IPL,IPL2024,RohitSharma,SureshRaina"
33,3,https://pbs.twimg.com/media/GJUvi0ZW8AACpPi.jpg,5762,"Genius Ajinkya Rahane on the field last night clash of CSK vs RCB.🔥💛

#AjinkyaRahane #RachinRavindra #MSDhoni #RuturajGaikwad #CSK #ChennaiSuperKings #CSKvRCB #CSKvsRCB #IPL #IPL2024 https://t.co/GgMV8ZrC2W","Dubai, United Arab Emirates",irishabhparmar,Sat Mar 23 03:12:06 +0000 2024,tweet-1771374332750766300,"AjinkyaRahane,RachinRavindra,MSDhoni,RuturajGaikwad,CSK,ChennaiSuperKings,CSKvRCB,CSKvsRCB,IPL,IPL2024"
4,0,https://pbs.twimg.com/media/GJS6uQLWIAA0XqA.jpg,336,"Ruturaj &amp; CSK start off with a win 💥
They defeat RCB by 6 wickets💪

#Heroes #CSKvRCB #IPL https://t.co/UJrWKH2T68",,ICHOfficial,Fri Mar 22 18:41:38 +0000 2024,tweet-1771245870140232172,"Heroes,CSKvRCB,IPL"
2,0,https://pbs.twimg.com/media/GJU2UAzXYAAM6ya.jpg,176,"Rishabh Pant has done a lot of hard work now we are watching the results!!

The dedication level 🫡

#DCvsPBKS #PBKSvsDC #IPL https://t.co/n9NofkbwsC","Noida, India",CricLoverShanky,Sat Mar 23 03:41:36 +0000 2024,tweet-1771381758329807152,"DCvsPBKS,PBKSvsDC,IPL"
411,13,https://pbs.twimg.com/media/GJTFzxNXAAATy6t.jpg,6849,"That's the spirit! ✊🏻

#DineshKarthik #RCB #Cricket #IPL #Sportskeeda https://t.co/rhOG5dTKCd",,Sportskeeda,Fri Mar 22 19:30:02 +0000 2024,tweet-1771258049627369645,"DineshKarthik,RCB,Cricket,IPL,Sportskeeda"
4,0,https://pbs.twimg.com/media/GJUfB3NWoAAFy9I.jpg,488,"Virat Kohli leading the charts!!!!

Most sixes in an IPL season(Indians):

38 - Virat Kohli (2016)
37 - Rishabh Pant (2018)
35 - Shivam Dube (2023)
34 - Ambati Rayudu (2018)
33 - Shubman Gill (2023)

#CSKvRCB #IPL2024live #IPL https://t.co/jB1oRTL3ny","Noida, India",CricLoverShanky,Sat Mar 23 01:59:50 +0000 2024,tweet-1771356149306311131,"CSKvRCB,IPL2024live,IPL"
